nivel;classe;padrao;vb;gdac;gdac_80;gdac_100;auxilio_alimentacao;ativo_80;ativo_100;gdac_50;aposentado_50;vigencia
SUPERIOR;B;III;3439.3;50.12;4009.6;5012.0;1175.0;8623.9;9626.3;2506.0;5945.3;01/04/2026
SUPERIOR;B;II;3339.13;49.28;3942.4;4928.0;1175.0;8456.53;9442.130000000001;2464.0;5803.13;01/04/2026
SUPERIOR;B;I;3241.87;48.47;3877.6;4847.0;1175.0;8294.47;9263.869999999999;2423.5;5665.37;01/04/2026
SUPERIOR;A;V;3117.18;46.83;3746.4;4683.0;1175.0;8038.58;8975.18;2341.5;5458.68;01/04/2026
SUPERIOR;A;IV;3026.39;46.08;3686.4;4608.0;1175.0;7887.79;8809.39;2304.0;5330.389999999999;01/04/2026
SUPERIOR;A;III;2938.24;45.35;3628.0;4535.0;1175.0;7741.24;8648.24;2267.5;5205.74;01/04/2026
SUPERIOR;A;II;2852.66;44.61;3568.8;4461.0;1175.0;7596.46;8488.66;2230.5;5083.16;01/04/2026
SUPERIOR;A;I;2769.57;43.9;3512.0;4390.0;1175.0;7456.57;8334.57;2195.0;4964.57;01/04/2026
SUPERIOR;CLASSE;PADRÃO;;;;;;;;;;01/04/2026
SUPERIOR;ESPECIAL;V;9716.48;64.26;5140.8;6426.0;1175.0;16032.279999999999;17317.48;3213.0;12929.48;01/04/2026
SUPERIOR;ESPECIAL;IV;9536.06;58.0;4640.0;5800.0;1175.0;15351.06;16511.059999999998;2900.0;12436.06;01/04/2026
SUPERIOR;ESPECIAL;III;9469.54;55.5;4440.0;5550.0;1175.0;15084.54;16194.54;2775.0;12244.54;01/04/2026
SUPERIOR;ESPECIAL;II;9333.88;53.0;4240.0;5300.0;1175.0;14748.88;15808.88;2650.0;11983.88;01/04/2026
SUPERIOR;ESPECIAL;I;9175.04;52.0;4160.0;5200.0;1175.0;14510.04;15550.04;2600.0;11775.04;01/04/2026
SUPERIOR;C;V;9021.41;47.0;3760.0;4700.0;1175.0;13956.41;14896.41;2350.0;11371.41;01/04/2026
SUPERIOR;C;IV;8869.69;45.0;3600.0;4500.0;1175.0;13644.69;14544.69;2250.0;11119.69;01/04/2026
SUPERIOR;C;III;8721.93;43.0;3440.0;4300.0;1175.0;13336.93;14196.93;2150.0;10871.93;01/04/2026
SUPERIOR;C;II;8578.08;40.5;3240.0;4050.0;1175.0;12993.08;13803.08;2025.0;10603.08;01/04/2026
SUPERIOR;C;I;8315.88;39.0;3120.0;3900.0;1175.0;12610.88;13390.88;1950.0;10265.88;01/04/2026
SUPERIOR;B;V;8179.76;34.0;2720.0;3400.0;1175.0;12074.76;12754.76;1700.0;9879.76;01/04/2026
SUPERIOR;B;IV;8047.32;31.0;2480.0;3100.0;1175.0;11702.32;12322.32;1550.0;9597.32;01/04/2026
SUPERIOR;B;III;7817.39;30.5;2440.0;3050.0;1175.0;11432.39;12042.39;1525.0;9342.39;01/04/2026
SUPERIOR;B;II;7507.6;30.0;2400.0;3000.0;1175.0;11082.6;11682.6;1500.0;9007.6;01/04/2026
SUPERIOR;B;I;7189.53;29.0;2320.0;2900.0;1175.0;10684.529999999999;11264.529999999999;1450.0;8639.529999999999;01/04/2026
SUPERIOR;A;V;6649.83;28.5;2280.0;2850.0;1175.0;10104.83;10674.83;1425.0;8074.83;01/04/2026
SUPERIOR;A;IV;6647.99;25.0;2000.0;2500.0;1175.0;9822.99;10322.99;1250.0;7897.99;01/04/2026
SUPERIOR;A;III;6645.04;23.0;1840.0;2300.0;1175.0;9660.04;10120.04;1150.0;7795.04;01/04/2026
SUPERIOR;A;II;6643.9;21.5;1720.0;2150.0;1175.0;9538.9;9968.9;1075.0;7718.9;01/04/2026
SUPERIOR;A;I;6550.0;19.5;1560.0;1950.0;1175.0;9285.0;9675.0;975.0;7525.0;01/04/2026
